Temperature (°C),Humidity (%),Occupancy,Energy Consumption (kWh)
19.0,44.4,1,40
19.0,44.433333333333294,0,40
19.0,44.5,1,50
19.0,44.59,0,40
19.0,44.59,1,50
18.963333333333296,44.7,0,30
18.89,44.76,0,20
18.89,44.79,0,20
18.89,44.79,0,20
18.89,44.9,1,40
18.89,44.9666666666667,0,40
18.8566666666667,44.9666666666667,1,50
18.79,44.9,0,50
18.79,45.0,0,40
18.79,45.0,0,40
18.79,45.2266666666667,0,60
18.79,45.56,0,50
18.79,45.8266666666667,1,40
18.79,46.025,1,50
18.79,46.2,1,50
18.82333333333329,46.2,1,40
18.89,46.2,1,30
18.89,46.1633333333333,0,30
18.89,46.09,1,60
19.0,46.09,1,50
19.0,46.09,1,40
19.033333333333296,46.1266666666667,1,40
19.1,46.2,0,100
19.23,46.1266666666667,1,60
19.3566666666667,46.33333333333329,1,50
19.4266666666667,46.53,1,40
19.56666666666669,46.6633333333333,1,50
19.6333333333333,46.8266666666667,0,40
19.7,46.9,0,50
19.79,46.76,1,180
19.79,47.033333333333296,1,100
19.82333333333329,47.53,0,80
19.89,47.4725,0,200
19.89,47.83333333333329,0,80
20.0,47.7666666666667,0,70
20.0,47.2266666666667,1,80
20.0,46.83333333333329,1,70
20.0,46.5666666666667,0,90
20.0,46.223333333333294,0,220
20.0,46.03,0,430
20.0,45.7966666666667,0,400
20.0,45.463333333333296,1,410
19.9266666666667,45.29,1,420
20.0,45.1566666666667,1,420
20.0,45.0,0,140
20.06666666666669,45.4666666666667,1,130
20.1,45.29,1,130
20.1666666666667,45.23,1,440
20.29,45.06,1,320
20.3566666666667,45.06,0,400
20.4266666666667,45.0,0,230
20.575,44.8975,0,130
20.6666666666667,44.863333333333294,0,100
20.7,44.9,0,100
20.76,44.5,1,110
20.79,44.223333333333294,1,110
20.8566666666667,44.09,1,120
20.89,43.76,0,100
20.963333333333296,43.5666666666667,1,160
21.0,43.2966666666667,1,510
21.0,43.03,1,450
21.0,43.1566666666667,1,670
21.0,42.9566666666667,1,660
21.0,43.2566666666667,1,630
21.0,43.6633333333333,0,610
21.1,43.8266666666667,0,590
21.1,43.8266666666667,0,260
21.06666666666669,43.83333333333329,0,120
21.0,43.5666666666667,0,250
21.1,43.2666666666667,1,400
21.1666666666667,42.8,1,120
21.245,42.645,1,120
21.32333333333329,42.433333333333294,0,190
21.39,42.893333333333295,1,670
21.533333333333296,45.86,1,780
21.6666666666667,56.393333333333295,0,620
21.79,63.36,1,210
21.79,59.6333333333333,0,110
21.89,55.2333333333333,0,100
21.89,53.1,1,90
21.89,50.89,0,90
21.89,49.2966666666667,1,100
22.033333333333296,47.6966666666667,1,100
22.1,46.6966666666667,1,110
22.1333333333333,45.7666666666667,0,100
22.2,45.16666666666671,0,110
22.2,44.5633333333333,0,100
22.2,44.1566666666667,1,100
22.29,43.7966666666667,1,90
22.29,43.39,0,90
22.2,42.93,1,90
22.2,42.695,1,90
22.2,42.53,0,70
22.1,42.363333333333294,1,60
22.1,42.29,1,70
22.06666666666669,42.19333333333329,0,50
22.0,41.933333333333294,0,50
21.89,41.933333333333294,1,50
21.89,42.06,1,50
21.79,42.03,1,60
21.79,42.09,1,40
21.76,42.09,0,40
21.7,42.1633333333333,0,40
21.6,42.09,1,50
21.6,42.1633333333333,0,40
21.56666666666669,42.2,0,50
21.5,42.2,1,50
21.463333333333296,42.1633333333333,1,50
21.39,42.1633333333333,1,40
21.3566666666667,42.2,1,50
21.29,42.2,0,40
21.245,42.145,1,30
21.2,42.09,0,30
21.1333333333333,42.03,1,30
21.1,42.0,1,30
21.1,42.0,1,50
21.0,41.9,1,50
21.0,41.9,1,40
20.9266666666667,41.9,0,40
20.9266666666667,41.9666666666667,1,50
20.89,42.0,1,40
20.82333333333329,41.933333333333294,0,60
20.79,42.0,1,50
20.79,42.06,1,40
20.7,42.09,0,50
20.7,42.1633333333333,1,40
20.7,42.2,1,40
20.6333333333333,42.1266666666667,1,50
20.6,42.2,1,30
20.6,42.2,1,30
20.5,42.245,1,30
20.5,42.29,1,30
20.5,42.29,0,50
20.39,42.29,1,40
20.39,42.29,1,40
20.39,42.3266666666667,0,50
20.32333333333329,42.4,1,50
20.29,42.4,1,40
20.29,42.4666666666667,0,60
20.29,42.5,1,40
20.23,42.433333333333294,1,50
20.2,42.5,1,40
20.2,42.6333333333333,0,40
20.2,42.7,0,50
20.1333333333333,42.7,0,40
20.1,42.7,1,40
20.1,42.76,0,40
20.033333333333296,42.73,1,30
20.033333333333296,42.73,0,20
20.0,42.7,0,40
20.0,42.7675,1,40
20.0,42.79,1,190
19.963333333333296,42.863333333333294,0,150
19.89,42.93,1,350
19.9266666666667,42.86,0,70
20.0,43.0,1,90
20.033333333333296,43.433333333333294,1,80
20.1,43.56,0,60
20.1333333333333,43.53,0,50
20.2,43.53,0,360
20.29,43.19333333333329,1,440
20.3566666666667,42.933333333333294,1,440
20.5,42.6633333333333,0,450
20.5,42.59,1,440
20.5,42.56,0,140
20.56666666666669,42.5,0,190
20.6,42.5,1,450
20.6666666666667,42.6333333333333,1,360
20.73,42.56,1,110
20.815,42.3425,1,70
20.963333333333296,42.23,0,130
21.033333333333296,41.9666666666667,1,70
21.1666666666667,41.69333333333329,0,60
21.23,41.4,1,140
21.29,41.3266666666667,0,130
21.29,41.033333333333296,1,210
21.23,40.4266666666667,0,530
21.29,40.29,0,410
21.29,40.29,1,480
21.32333333333329,40.4,0,410
21.463333333333296,40.6,1,320
21.6,40.7,0,310
21.6666666666667,40.7,0,290
21.73,40.59,0,220
21.79,40.6633333333333,0,130
21.89,40.8266666666667,1,130
21.89,40.9666666666667,0,130
21.9266666666667,40.9666666666667,1,130
22.0,40.9,1,120
22.1,40.95,1,90
22.06666666666669,40.76333333333329,1,90
21.9266666666667,40.43,1,80
21.82333333333329,40.86,1,80
21.89,41.1333333333333,0,90
22.0,41.433333333333294,0,170
22.06666666666669,41.893333333333295,1,90
22.1,42.06,1,110
22.1,42.0,1,90
22.1,42.03,1,140
22.1,42.1633333333333,1,160
22.1666666666667,42.4966666666667,1,100
22.1666666666667,43.63,1,110
22.2,44.23,0,180
22.2,44.1566666666667,1,400
22.1666666666667,43.93,0,130
22.1,43.73,0,150
22.1,43.6633333333333,1,140
22.1,43.59,0,140
22.1,43.59,0,150
22.175,44.17,0,190
22.26,44.363333333333294,1,140
22.29,44.4566666666667,1,140
22.3566666666667,45.73,1,150
22.39,45.1,1,130
22.39,44.69333333333329,1,180
22.463333333333296,44.56,0,640
22.463333333333296,45.1,1,650
22.533333333333296,47.1966666666667,1,140
22.6,47.93,1,80
22.7,47.863333333333294,0,90
22.7,47.33,1,130
22.79,46.5633333333333,1,130
22.79,46.1566666666667,0,140
22.79,45.69333333333329,1,120
22.79,45.433333333333294,0,130
22.8566666666667,45.4,0,140
22.79,45.66666666666671,1,110
23.0,47.793333333333294,0,200
22.9266666666667,46.66666666666671,1,220
22.89,46.145,1,120
22.9266666666667,46.03,0,100
23.0,46.09,1,100
23.0,46.2,0,90
23.0,46.26,0,100
22.963333333333296,46.3266666666667,0,90
22.89,46.4,0,100
22.8566666666667,46.33333333333329,0,90
22.79,46.2,1,70
22.79,46.4666666666667,1,70
22.73,46.4,0,60
22.6666666666667,46.43,1,30
22.6,46.29,1,20
22.5,46.3266666666667,1,20
22.5,46.4,1,30
22.39,46.3266666666667,0,50
22.32333333333329,46.4,0,60
22.29,46.5,1,50
22.23,46.433333333333294,1,40
22.2,46.433333333333294,0,50
22.175,46.5225,0,40
22.1,46.59,1,50
22.1,46.73,1,40
22.033333333333296,46.79,1,50
22.0,47.0,1,60
22.0,47.06,0,50
21.89,47.09,1,40
21.89,47.09,1,50
21.8566666666667,47.06,0,40
21.79,47.0,1,40
21.79,47.0,1,50
21.79,47.0,0,50
21.7,46.933333333333294,1,40
21.7,46.933333333333294,1,30
21.7,47.0,1,20
21.6333333333333,46.933333333333294,0,40
21.6,46.9,0,40
21.6,46.9666666666667,1,50
21.6,47.0,0,40
21.575,47.0225,1,50
21.5,47.09,1,50
21.5,47.09,0,60
21.4266666666667,47.03,1,50
21.39,47.09,1,40
21.39,47.09,0,50
21.39,47.1266666666667,1,40
21.39,47.2,1,50
21.3566666666667,47.2,1,40
21.29,47.2,1,50
21.29,47.23,1,50
21.29,47.29,1,50
21.29,47.3266666666667,1,40
21.29,47.4,1,50
21.2,47.29,1,40
21.2,47.29,0,30
21.2,47.29,1,20
21.1333333333333,47.363333333333294,0,30
21.1666666666667,47.4,0,40
21.1,47.4,0,50
21.1,47.4,1,50
21.1,47.5,1,40
21.1,47.69333333333329,1,40
21.0,47.8266666666667,1,60
21.0,47.9666666666667,1,120
21.0,48.03,1,370
21.0,48.09,1,350
21.0,48.09,0,330
21.0,48.1633333333333,0,60
21.0,48.2,1,50
21.0,48.33333333333329,1,40
21.0,48.1633333333333,0,40
21.0,48.03,0,40
21.0,47.863333333333294,1,40
21.06666666666669,47.73,0,50
21.1,47.56,1,50
21.1,47.433333333333294,1,80
21.1333333333333,47.29,1,140
21.2,47.29,0,330
21.1333333333333,45.6966666666667,1,160
21.025,45.29,1,80
21.1,45.363333333333294,1,30
21.1666666666667,45.5,1,60
21.1666666666667,45.6333333333333,0,60
21.32333333333329,46.0,1,60
21.463333333333296,46.06,1,70
21.6,45.33333333333329,1,40
21.6666666666667,44.933333333333294,0,470
21.73,44.9,1,710
21.8566666666667,44.9666666666667,1,480
21.9266666666667,45.0,0,360
22.06666666666669,45.0,0,340
22.1333333333333,45.4,1,300
22.26,46.533333333333296,0,230
22.39,46.1233333333333,0,260
22.39,46.0633333333333,0,420
22.5,46.1966666666667,1,170
22.56666666666669,45.79,1,80
22.6333333333333,45.2966666666667,1,70
22.76,44.963333333333296,0,390
22.84,44.59,1,640
23.0,44.43,1,510
23.0,44.23,1,300
23.033333333333296,44.723333333333294,1,260
23.1666666666667,45.6633333333333,0,260
23.2,45.86,1,220
23.2,45.933333333333294,0,190
23.29,45.7,1,300
23.29,45.6266666666667,0,430
23.32333333333329,45.363333333333294,0,700
23.32333333333329,44.8966666666667,0,570
23.3566666666667,44.33333333333329,1,330
23.3566666666667,44.0666666666667,0,280
23.39,45.1,1,260
23.463333333333296,45.6333333333333,1,240
23.5,45.6633333333333,0,230
23.5,45.463333333333296,1,220
23.5,44.66,0,100
23.5,44.7333333333333,1,270
23.533333333333296,45.1966666666667,1,330
23.6,45.5425,0,260
23.6666666666667,45.4,0,310
23.7633333333333,46.0666666666667,0,430
23.963333333333296,47.66,1,420
23.9266666666667,51.433333333333294,1,190
24.0,52.5666666666667,1,110
24.0,50.1966666666667,1,120
24.0,48.9966666666667,0,120
24.0,47.86,1,110
24.0,46.9933333333333,1,120
24.1,46.2966666666667,0,120
24.033333333333296,45.83,0,150
24.06666666666669,45.363333333333294,0,490
24.0,45.03,1,580
24.0,47.4266666666667,1,350
24.06666666666669,50.5666666666667,0,80
24.1,51.6333333333333,1,90
24.1,50.16,0,80
24.1,48.9933333333333,1,180
24.033333333333296,47.933333333333294,0,400
24.0,47.05,1,300
23.963333333333296,46.6333333333333,1,90
23.89,46.36,1,80
23.89,46.1333333333333,1,70
23.82333333333329,45.8,0,60
23.79,45.5266666666667,0,80
23.79,45.3266666666667,0,80
23.7,45.29,0,70
23.7,45.29,1,80
23.6,45.09,0,70
23.6,45.03,0,230
23.5,45.0,1,350
23.5,45.0,1,70
23.463333333333296,45.0,1,50
23.39,45.0,0,60
23.3566666666667,44.9,0,60
23.29,44.9666666666667,1,70
23.26,44.9666666666667,0,60
23.2,44.9666666666667,0,50
23.1666666666667,45.09,1,50
23.1,45.1175,1,60
23.033333333333296,45.1266666666667,1,50
23.0,45.2,0,50
22.9266666666667,45.26,0,70
22.89,45.3266666666667,1,70
22.89,45.4,0,60
22.79,45.3266666666667,1,60
22.79,45.4,1,60
22.7,45.5,1,50
22.7,45.5,0,60
22.7,45.7,0,50
22.7,45.7,1,40
22.6,45.79,1,50
22.6,45.79,1,50
22.6,45.79,0,50
22.6,45.79,0,50
22.56666666666669,45.8266666666667,1,40
22.5,45.9,1,50
22.5,45.9,1,40
22.5,45.9,0,40
22.39,45.9,1,50
22.39,45.9,1,40
22.39,45.9,1,50
22.39,45.9,1,50
22.32333333333329,45.9,0,50
22.29,45.933333333333294,1,50
22.29,46.0,0,40
22.29,46.0,1,40
22.23,46.0,1,40
22.2,46.0,0,50
22.2,46.0,1,50
22.1666666666667,46.0,0,40
22.1,46.06,1,50
22.1,46.09,1,50
22.1,46.1633333333333,0,40
22.1,46.2,0,50
22.1,46.2,1,40
22.1,46.2,0,40
22.033333333333296,46.0666666666667,1,40
22.0,46.03,1,50
22.0,46.09,1,50
21.9266666666667,46.09,0,50
21.89,46.09,1,50
21.89,46.09,1,40
21.89,46.2,0,40
21.89,46.2,1,50
21.79,46.09,1,50
21.8566666666667,46.1633333333333,1,50
21.79,46.23,0,60
21.79,46.29,1,60
21.79,46.29,0,60
21.79,46.363333333333294,0,70
21.79,46.4,1,320
21.73,46.4666666666667,1,200
21.76,46.6633333333333,0,60
21.7,46.6633333333333,0,40
21.7,46.59,0,50
21.7,46.53,0,60
21.7,46.5,0,80
21.7,46.6333333333333,0,60
21.7,48.895,1,70
21.79,48.7,1,60
21.73,48.5,1,50
21.73,48.06,1,60
21.73,47.933333333333294,0,60
21.73,47.863333333333294,1,60
21.79,47.79,1,60
21.79,47.7,1,80
21.73,47.76,1,80
21.73,47.69333333333329,1,80
21.79,47.36,1,70
21.79,47.06,0,70
21.79,46.86,1,130
21.79,46.9,1,70
21.79,46.9,1,70
21.79,46.863333333333294,1,60
21.79,46.863333333333294,0,60
21.82333333333329,47.0,0,60
21.89,47.33333333333329,1,60
21.82333333333329,47.433333333333294,1,60
21.815,47.425,1,50
21.8566666666667,47.4,0,90
21.89,47.26,0,70
21.89,47.1266666666667,1,50
21.89,47.33,1,50
21.89,47.9966666666667,1,50
21.89,50.06,1,40
21.89,50.393333333333295,1,70
21.79,49.83333333333329,0,180
21.79,49.2266666666667,1,50
21.79,48.7966666666667,1,60
21.79,48.463333333333296,1,150
21.79,48.223333333333294,1,130
21.79,47.963333333333296,1,60
21.79,47.6,0,50
21.79,47.66,1,50
21.79,49.5633333333333,0,40
21.79,50.49,1,90
21.79,50.0633333333333,0,70
21.73,49.6566666666667,0,60
21.7,49.05,1,70
21.7,48.6633333333333,0,70
21.7,48.6633333333333,1,60
21.7,48.4666666666667,1,70
21.6333333333333,48.19333333333329,0,60
21.6666666666667,47.893333333333295,1,40
21.6,47.36,1,40
21.6,47.06,1,50
21.6,46.933333333333294,0,90
21.6,47.0666666666667,0,90
21.6,46.9266666666667,0,90
21.6333333333333,46.59,0,100
21.7,46.463333333333296,0,100
21.7,46.1633333333333,1,90
21.7,46.03,1,170
21.7,46.3666666666667,1,600
21.76,48.5666666666667,1,510
21.82333333333329,55.033333333333296,0,110
21.963333333333296,55.9,0,100
22.0,53.0666666666667,0,100
22.025,51.625,0,110
22.1,50.16666666666671,1,190
22.1333333333333,49.0633333333333,1,140
22.2,48.6566666666667,0,90
22.23,48.2966666666667,0,90
22.29,47.83,1,90
22.39,47.19333333333329,1,90
22.39,46.8,0,120
22.39,46.43,1,110
22.39,46.23,1,120
22.39,45.9666666666667,0,110
22.39,45.7666666666667,0,100
22.39,45.56,1,90
22.39,45.433333333333294,1,90
22.3566666666667,45.363333333333294,1,80
22.29,45.23,0,100
22.29,45.0,0,90
22.29,44.933333333333294,1,80
22.26,44.69333333333329,1,100
22.2,44.56,0,100
22.15,44.59,1,70
22.1,44.59,1,40
22.1,44.59,1,30
22.0,44.5,1,50
22.0,44.56,1,60
21.963333333333296,44.6266666666667,1,70
21.89,44.7,1,70
21.8566666666667,44.6633333333333,0,60
21.79,44.59,1,50
21.79,44.59,0,60
21.73,44.59,1,50
21.7,44.59,0,60
21.6333333333333,44.463333333333296,0,80
21.6,44.5,0,70
21.6,44.433333333333294,0,70
21.6,44.4,1,60
21.533333333333296,44.4,1,70
21.5,44.29,1,50
21.5,44.29,0,70
21.5,44.2,0,60
21.4266666666667,44.03,0,60
21.4266666666667,43.963333333333296,0,70
21.39,43.9,1,60
21.39,43.9,0,80
21.39,43.9,0,60
21.32333333333329,43.9,0,50
21.29,43.9,0,40
21.29,43.9,1,40
21.29,43.9,1,40
21.29,43.9,0,60
21.2,43.79,0,60
21.2,43.79,0,70
21.1666666666667,43.79,0,60
21.1666666666667,43.79,0,60
21.1666666666667,43.79,1,50
21.1,43.79,1,60
21.1,43.79,1,60
21.1,43.79,1,50
21.0,43.7,1,60
21.0,43.7,1,70
21.0,43.7,1,60
21.0,43.7,1,60
21.0,43.7,0,50
20.963333333333296,43.7,1,50
20.89,43.7,1,60
20.89,43.7,1,50
20.89,43.7,1,60
20.89,43.7,1,60
20.82333333333329,43.6266666666667,0,60
20.79,43.59,1,60
20.79,43.59,0,60
20.79,43.963333333333296,0,60
20.79,44.1633333333333,0,60
20.79,44.29,1,60
20.79,44.363333333333294,0,100
20.79,44.5666666666667,0,70
20.79,44.83333333333329,1,70
20.79,44.93,0,90
20.79,44.73,1,190
20.79,44.545,1,310
20.79,44.5,0,230
20.8566666666667,44.6333333333333,1,170
21.0,44.43,0,320
21.06666666666669,44.23,1,300
21.1333333333333,43.76,1,90
21.26,43.6266666666667,1,90
21.32333333333329,43.5266666666667,1,90
21.39,43.3266666666667,0,120
21.533333333333296,43.033333333333296,0,360
21.6,42.76,1,220
21.73,43.0,1,220
21.79,43.06,1,410
21.89,43.29,1,190
21.963333333333296,43.29,1,80
22.033333333333296,43.23,1,70
22.1,43.29,0,70
22.1,43.433333333333294,1,350
22.1666666666667,43.56,1,340
22.2,45.595,0,340
22.2,45.0,1,340
22.2,45.66666666666671,1,220
22.29,45.69333333333329,1,70
22.29,46.7666666666667,0,90
22.533333333333296,45.5266666666667,0,80
22.533333333333296,44.86,1,70
22.5,44.43,1,70
22.56666666666669,44.1566666666667,0,70
22.6,43.7666666666667,0,120
22.6,43.56,1,90
22.6,43.19333333333329,0,100
22.6,42.86,1,100
22.6,42.79,1,240
22.533333333333296,42.73,0,420
22.5,42.7,1,200
22.5,42.7,0,120
22.39,42.6266666666667,0,120
22.39,42.76,1,120
22.39,42.8266666666667,1,220
22.39,43.0425,1,160
22.32333333333329,43.09,1,130
22.29,43.06,0,110
22.23,42.933333333333294,0,90
22.2,43.1633333333333,0,100
22.1333333333333,43.03,0,180
22.1,43.0,0,510
22.1,43.06,0,350
22.0,43.1566666666667,1,310
22.0,43.43,1,300
22.0,43.6266666666667,1,270
21.9266666666667,43.9,1,270
21.89,44.23,0,250
21.89,44.363333333333294,0,230
21.79,44.433333333333294,1,120
21.79,44.56,1,190
21.79,44.59,0,170
21.8566666666667,44.6633333333333,1,120
21.89,44.6633333333333,1,120
21.89,44.53,1,460
22.0,44.45,0,600
22.1333333333333,47.86,1,280
22.26,52.19333333333329,1,100
22.32333333333329,51.16666666666671,1,110
22.39,50.1,1,130
22.39,48.293333333333294,1,120
22.39,47.2333333333333,1,110
22.4266666666667,46.1966666666667,0,160
22.5,45.4566666666667,1,160
22.533333333333296,44.6233333333333,1,150
22.6,44.09666666666671,1,170
22.6,43.6,0,100
22.6,43.19333333333329,0,130
22.7,42.93,1,100
22.7,42.73,1,140
22.7,42.4666666666667,1,120
22.7,42.2666666666667,1,120
22.7,42.1633333333333,1,140
22.7,42.09,1,120
22.7,42.0,1,130
22.7,41.925,1,80
22.7,41.9,1,70
22.6666666666667,42.03,0,70
22.6,42.223333333333294,1,70
22.6,42.73,1,100
22.533333333333296,42.863333333333294,0,100
22.5,43.03,0,100
22.5,43.1633333333333,0,70
22.39,43.23,0,70
22.39,43.29,0,70
22.3566666666667,43.4,1,70
22.29,43.3266666666667,1,60
22.2,43.1333333333333,1,50
22.2,43.06,0,30
22.1666666666667,43.03,0,20
22.1,43.1633333333333,1,50
22.06666666666669,43.06,0,40
22.0,43.0,1,40
21.963333333333296,42.9,1,50
21.89,42.9,1,40
21.89,42.9,0,50
21.8566666666667,42.863333333333294,1,40
21.79,42.79,0,50
21.76,42.79,1,50
21.7,42.73,1,40
21.6666666666667,42.6633333333333,0,50
21.6,42.59,0,40
21.6,42.59,0,40
21.6,42.53,1,50
21.6,42.5,0,50
21.533333333333296,42.5,1,50
21.5,42.5,0,50
21.5,42.5,1,40
21.463333333333296,42.363333333333294,1,20
21.39,42.29,1,20
21.39,42.29,1,20
21.39,42.29,0,40
21.3566666666667,42.29,0,50
21.29,42.29,1,60
21.29,42.29,0,40
21.29,42.29,1,50
21.23,42.23,0,40
21.2,42.09,0,40
21.2,42.09,0,50
21.1333333333333,42.09,1,40
21.1333333333333,42.09,0,50
21.1,42.09,1,50
21.1,42.09,0,50
21.033333333333296,42.03,1,40
21.033333333333296,42.03,0,40
21.0,42.0,1,40
21.0,42.0,1,40
21.0,42.0,0,50
20.9266666666667,42.0,1,30
20.89,42.0,1,30
20.89,42.0,1,30
20.89,42.2666666666667,1,40
20.89,42.5266666666667,0,60
20.8566666666667,42.963333333333296,1,50
20.79,43.1725,0,50
20.79,43.26,0,70
20.79,43.23,1,60
20.79,43.363333333333294,0,60
20.79,43.463333333333296,1,80
20.79,43.723333333333294,1,60
20.79,43.6633333333333,1,60
20.79,43.723333333333294,1,50
20.79,43.723333333333294,0,50
20.79,43.39,0,60
20.79,43.1633333333333,1,170
20.79,43.09,0,350
20.79,45.76333333333329,0,140
20.8566666666667,45.6966666666667,0,80
20.79,44.863333333333294,1,50
20.79,44.6566666666667,1,40
20.79,44.4666666666667,0,50
20.79,44.4,1,60
20.76,44.6566666666667,0,60
20.7,44.73,0,60
20.7,44.545,1,80
20.7,44.53,1,70
20.7,44.59,1,70
20.7,44.59,0,90
20.7,44.6633333333333,1,60
20.7,44.863333333333294,1,50
20.6333333333333,44.79,1,470
20.7,45.863333333333294,1,600
20.7,47.73,1,330
20.79,46.8266666666667,1,260
20.79,46.69333333333329,1,240
20.89,46.363333333333294,1,220
20.963333333333296,45.823333333333295,1,260
21.033333333333296,45.6233333333333,1,300
21.1,45.1566666666667,1,70
21.1333333333333,44.96,0,60
21.2,44.5666666666667,0,70
21.23,44.363333333333294,1,70
21.29,44.6966666666667,1,110
21.29,45.433333333333294,1,180
21.365,45.37,0,170
21.39,45.4666666666667,1,50
21.39,45.26,0,50
21.463333333333296,45.4,1,60
21.6333333333333,45.6633333333333,1,60
21.76,45.53,1,60
21.9266666666667,45.4666666666667,1,60
22.0,45.3266666666667,1,70
22.033333333333296,45.33,1,80
22.1,45.863333333333294,0,90
22.2,46.19333333333329,1,90
22.26,45.86,1,100
22.32333333333329,45.5266666666667,1,90
22.39,45.3266666666667,0,100
22.39,44.99,1,100
22.39,44.79,0,120
22.5,44.6333333333333,1,120
22.5,44.433333333333294,1,120
22.6,44.26,1,110
22.6,44.095,1,100
22.6,44.0,0,100
22.6,43.863333333333294,0,80
22.6666666666667,43.79,1,110
22.7,43.7,1,90
22.7,43.6266666666667,0,90
22.79,43.6266666666667,1,350
22.79,43.9,1,530
22.9266666666667,51.33,1,500
23.06666666666669,57.6633333333333,1,100
23.1,53.6966666666667,0,110
23.1,51.1633333333333,0,120
23.2,49.4266666666667,1,370
23.2,48.0933333333333,1,210
23.2,46.96,1,110
23.2,46.5,1,100
23.2,45.99,1,100
23.2,45.53,1,100
23.2,45.1,1,100
23.2,44.7666666666667,1,100
23.1,44.545,1,100
23.06666666666669,44.33333333333329,0,110
23.0,44.2,1,110
23.0,44.1633333333333,0,80
23.0,44.03,1,230
22.89,43.76,1,420
22.89,43.6266666666667,1,240
22.79,43.5,0,70
22.79,43.5,0,70
22.79,43.5,0,70
22.79,43.69333333333329,1,60
22.7,43.8266666666667,0,60
22.7,43.9,1,60
22.7,44.0,1,50
22.6333333333333,43.933333333333294,1,60
22.6,44.0,1,50
22.533333333333296,44.0,0,50
22.5,44.0,1,60
22.5,44.06,1,70
22.39,44.0,0,60
22.39,44.0,1,60
22.39,44.06,0,40
22.29,44.23,1,20
22.29,44.29,1,20
22.2,44.2,0,20
22.2,44.2,1,30
22.1666666666667,44.29,1,50
22.1,44.29,1,50
22.1,44.3266666666667,1,50
22.1,44.4,1,40
22.0,44.29,0,40
22.0,44.363333333333294,0,40
21.963333333333296,44.5,0,50
21.89,44.5,1,50
21.89,44.53,1,50
21.82333333333329,44.53,1,50
21.79,44.53,1,50
21.79,44.59,0,40
21.79,44.6266666666667,0,50
21.79,44.7,0,40
21.745,44.79,0,40
21.7,44.79,0,50
21.7,44.79,1,40
21.7,44.9,0,40
21.7,44.9,0,30
21.6,44.9,0,20
21.6,44.9666666666667,0,40
21.6,45.0,1,40
21.6,45.0,1,40
21.6,45.09,1,40
21.533333333333296,45.09,1,50
21.5,45.1266666666667,0,50
21.5,45.2,1,50
21.5,45.23,0,50
21.4266666666667,45.23,0,40
21.463333333333296,45.26,0,50
21.39,45.26,0,40
21.39,45.29,0,40
21.39,45.29,0,40
21.39,45.3266666666667,1,50
21.315,45.4,0,50
21.29,45.4,0,50
21.29,45.5666666666667,1,40
21.29,45.7,0,50
21.29,45.9,0,30
21.29,45.9666666666667,1,20
21.29,46.2666666666667,0,50
21.29,46.5266666666667,0,20
21.29,46.59,1,60
21.29,46.59,0,50
21.29,46.4666666666667,1,60
21.29,46.3266666666667,1,60
21.2,46.2,0,60
21.2,46.2,1,50
21.2,46.2,1,40
21.2,46.1266666666667,0,50
21.2,46.23,1,40
21.2,46.29,0,60
21.2,46.26,1,50
21.2,46.2,0,50
21.2,46.2,1,40
21.2,46.2,0,40
21.2,46.2,1,50
21.23,46.6633333333333,0,20
21.29,46.463333333333296,1,20
21.29,46.363333333333294,1,40
21.29,46.23,1,40
21.32333333333329,46.1633333333333,1,60
21.39,46.03,1,70
21.39,46.0,1,60
21.39,45.933333333333294,1,150
21.4266666666667,46.0666666666667,0,70
21.5,46.0666666666667,1,60
21.5,46.0,1,80
21.5,45.933333333333294,1,70
21.533333333333296,45.863333333333294,1,70
21.6,45.79,0,70
21.6,45.79,0,60
21.6666666666667,45.79,1,60
21.745,45.645,1,70
21.79,45.5,1,40
21.8566666666667,47.7666666666667,1,40
22.0,47.1,1,50
22.0,46.16666666666671,0,50
22.0,45.723333333333294,1,50
22.0,45.463333333333296,1,40
22.0,45.26,0,30
22.06666666666669,45.2,1,30
22.1,45.09,1,20
22.1,45.09,0,30
22.1,44.9666666666667,0,50
22.1,44.8266666666667,1,60
22.1,44.79,0,60
22.1,44.73,1,50
22.1,44.7,1,60
22.1,44.7,1,50
22.1333333333333,44.6633333333333,1,50
22.2,44.6633333333333,0,50
22.2,44.59,1,50
22.2,44.59,0,50
22.2,44.59,1,60
22.2,44.56,0,60
22.2,44.5,1,50
22.23,44.4,0,50
22.29,44.4666666666667,0,80
22.32333333333329,44.4666666666667,0,80
22.39,44.4,0,90
22.39,44.1633333333333,1,90
22.463333333333296,44.09,0,100
22.533333333333296,44.0,1,150
22.6,44.0,1,540
22.7,46.1333333333333,1,370
22.7,51.2666666666667,0,180
22.79,52.863333333333294,0,150
22.79,50.6633333333333,1,220
22.82333333333329,49.86,0,100
22.89,49.5266666666667,0,100
22.9266666666667,48.6333333333333,1,120
23.0,49.83333333333329,1,100
23.0,47.845,1,90
23.0,46.46,0,100
22.9266666666667,46.0,1,110
22.89,45.6333333333333,0,100
22.89,45.36,0,70
22.89,45.2,1,80
22.82333333333329,45.0666666666667,0,80
22.79,44.9666666666667,0,80
22.79,44.9,0,70
22.79,44.9,1,80
22.73,44.9,1,60
22.7,44.79,1,80
22.7,44.79,1,70
22.7,44.79,0,60
22.6333333333333,44.73,1,60
22.6,44.6266666666667,0,50
22.6,44.76,0,50
22.5,45.5,1,50
